Datetime,BE,FR,Date,gasdate,Date_gas,CEGH VTP,CZ VTP,ETF,NBP,PEG,PVB,THE,TTF,ZTP,EUA Prices
2018-09-06 08:00:00,74.95,74.95,2018-09-06,2018-09-06,,,,,,,,,,,
2018-09-06 09:00:00,75.57,75.57,2018-09-06,2018-09-06,,,,,,,,,,,
2018-09-06 10:00:00,74.36,74.36,2018-09-06,2018-09-06,,,,,,,,,,,
2018-09-06 11:00:00,73.4,73.4,2018-09-06,2018-09-06,,,,,,,,,,,
2018-09-06 12:00:00,71.06,71.06,2018-09-06,2018-09-06,,,,,,,,,,,
2018-09-06 13:00:00,69.63,69.63,2018-09-06,2018-09-06,,,,,,,,,,,
2018-09-06 14:00:00,70.24,70.24,2018-09-06,2018-09-06,,,,,,,,,,,
2018-09-06 15:00:00,69.51,69.51,2018-09-06,2018-09-06,,,,,,,,,,,
2018-09-06 16:00:00,71.09,71.09,2018-09-06,2018-09-06,,,,,,,,,,,
2018-09-06 17:00:00,73.73,73.73,2018-09-06,2018-09-06,,,,,,,,,,,
2018-09-06 18:00:00,73.89,73.89,2018-09-06,2018-09-06,,,,,,,,,,,
2018-09-06 19:00:00,74.03,74.03,2018-09-06,2018-09-06,,,,,,,,,,,
2018-09-06 20:00:00,74.3,74.3,2018-09-06,2018-09-06,,,,,,,,,,,
2018-09-06 21:00:00,72.3,72.3,2018-09-06,2018-09-06,,,,,,,,,,,
2018-09-06 22:00:00,63.71,63.71,2018-09-06,2018-09-06,,,,,,,,,,,
2018-09-06 23:00:00,61.97,61.97,2018-09-06,2018-09-06,,,,,,,,,,,
2018-09-07 00:00:00,56.38,56.38,2018-09-07,2018-09-06,,,,,,,,,,,
2018-09-07 01:00:00,54.74,54.74,2018-09-07,2018-09-06,,,,,,,,,,,
2018-09-07 02:00:00,53.55,53.55,2018-09-07,2018-09-06,,,,,,,,,,,
2018-09-07 03:00:00,53.37,53.37,2018-09-07,2018-09-06,,,,,,,,,,,
2018-09-07 04:00:00,53.66,53.66,2018-09-07,2018-09-06,,,,,,,,,,,
2018-09-07 05:00:00,55.88,55.88,2018-09-07,2018-09-06,,,,,,,,,,,
2018-09-07 06:00:00,66.98,66.98,2018-09-07,2018-09-07,,,,,,,,,,,
2018-09-07 07:00:00,74.14,74.14,2018-09-07,2018-09-07,,,,,,,,,,,
2018-09-07 08:00:00,79.99,79.99,2018-09-07,2018-09-07,,,,,,,,,,,
2018-09-07 09:00:00,77.04,77.04,2018-09-07,2018-09-07,,,,,,,,,,,
2018-09-07 10:00:00,72.68,72.68,2018-09-07,2018-09-07,,,,,,,,,,,
2018-09-07 11:00:00,71.3,71.3,2018-09-07,2018-09-07,,,,,,,,,,,
2018-09-07 12:00:00,71.14,71.14,2018-09-07,2018-09-07,,,,,,,,,,,
2018-09-07 13:00:00,67.36,67.36,2018-09-07,2018-09-07,,,,,,,,,,,
2018-09-07 14:00:00,63.78,63.78,2018-09-07,2018-09-07,,,,,,,,,,,
2018-09-07 15:00:00,58.89,58.89,2018-09-07,2018-09-07,,,,,,,,,,,
2018-09-07 16:00:00,59.78,59.78,2018-09-07,2018-09-07,,,,,,,,,,,
2018-09-07 17:00:00,61.32,61.32,2018-09-07,2018-09-07,,,,,,,,,,,
2018-09-07 18:00:00,67.22,67.22,2018-09-07,2018-09-07,,,,,,,,,,,
2018-09-07 19:00:00,71.14,71.14,2018-09-07,2018-09-07,,,,,,,,,,,
2018-09-07 20:00:00,72.01,72.01,2018-09-07,2018-09-07,,,,,,,,,,,
2018-09-07 21:00:00,66.08,66.08,2018-09-07,2018-09-07,,,,,,,,,,,
2018-09-07 22:00:00,68.58,68.58,2018-09-07,2018-09-07,,,,,,,,,,,
2018-09-07 23:00:00,65.41,65.41,2018-09-07,2018-09-07,,,,,,,,,,,
2018-09-08 00:00:00,65.61,65.61,2018-09-08,2018-09-07,,,,,,,,,,,
2018-09-08 01:00:00,54.85,54.85,2018-09-08,2018-09-07,,,,,,,,,,,
2018-09-08 02:00:00,51.7,51.7,2018-09-08,2018-09-07,,,,,,,,,,,
2018-09-08 03:00:00,47.84,47.84,2018-09-08,2018-09-07,,,,,,,,,,,
2018-09-08 04:00:00,47.52,47.52,2018-09-08,2018-09-07,,,,,,,,,,,
2018-09-08 05:00:00,47.95,47.95,2018-09-08,2018-09-07,,,,,,,,,,,
2018-09-08 06:00:00,51.16,51.16,2018-09-08,2018-09-08,,,,,,,,,,,
2018-09-08 07:00:00,53.74,53.74,2018-09-08,2018-09-08,,,,,,,,,,,
2018-09-08 08:00:00,56.84,56.84,2018-09-08,2018-09-08,,,,,,,,,,,
2018-09-08 09:00:00,61.19,61.19,2018-09-08,2018-09-08,,,,,,,,,,,
2018-09-08 10:00:00,59.92,59.92,2018-09-08,2018-09-08,,,,,,,,,,,
2018-09-08 11:00:00,58.17,58.17,2018-09-08,2018-09-08,,,,,,,,,,,
2018-09-08 12:00:00,59.59,59.59,2018-09-08,2018-09-08,,,,,,,,,,,
2018-09-08 13:00:00,56.17,56.17,2018-09-08,2018-09-08,,,,,,,,,,,
2018-09-08 14:00:00,51.3,51.3,2018-09-08,2018-09-08,,,,,,,,,,,
2018-09-08 15:00:00,49.42,49.42,2018-09-08,2018-09-08,,,,,,,,,,,
2018-09-08 16:00:00,51.12,51.12,2018-09-08,2018-09-08,,,,,,,,,,,
2018-09-08 17:00:00,60.79,60.79,2018-09-08,2018-09-08,,,,,,,,,,,
2018-09-08 18:00:00,69.97,69.97,2018-09-08,2018-09-08,,,,,,,,,,,
2018-09-08 19:00:00,72.3,72.3,2018-09-08,2018-09-08,,,,,,,,,,,
2018-09-08 20:00:00,74.91,74.91,2018-09-08,2018-09-08,,,,,,,,,,,
2018-09-08 21:00:00,72.84,72.84,2018-09-08,2018-09-08,,,,,,,,,,,
2018-09-08 22:00:00,70.66,70.66,2018-09-08,2018-09-08,,,,,,,,,,,
2018-09-08 23:00:00,66.57,66.57,2018-09-08,2018-09-08,,,,,,,,,,,
2018-09-09 00:00:00,54.95,54.95,2018-09-09,2018-09-08,,,,,,,,,,,
2018-09-09 01:00:00,49.7,49.7,2018-09-09,2018-09-08,,,,,,,,,,,
2018-09-09 02:00:00,43.75,43.75,2018-09-09,2018-09-08,,,,,,,,,,,
2018-09-09 03:00:00,39.24,39.24,2018-09-09,2018-09-08,,,,,,,,,,,
2018-09-09 04:00:00,33.81,33.81,2018-09-09,2018-09-08,,,,,,,,,,,
2018-09-09 05:00:00,36.48,36.48,2018-09-09,2018-09-08,,,,,,,,,,,
2018-09-09 06:00:00,42.79,42.79,2018-09-09,2018-09-09,,,,,,,,,,,
2018-09-09 07:00:00,45.06,45.06,2018-09-09,2018-09-09,,,,,,,,,,,
2018-09-09 08:00:00,48.15,48.15,2018-09-09,2018-09-09,,,,,,,,,,,
2018-09-09 09:00:00,48.84,48.84,2018-09-09,2018-09-09,,,,,,,,,,,
2018-09-09 10:00:00,45.01,45.01,2018-09-09,2018-09-09,,,,,,,,,,,
2018-09-09 11:00:00,45.22,45.22,2018-09-09,2018-09-09,,,,,,,,,,,
2018-09-09 12:00:00,45.01,45.01,2018-09-09,2018-09-09,,,,,,,,,,,
2018-09-09 13:00:00,40.4,40.4,2018-09-09,2018-09-09,,,,,,,,,,,
2018-09-09 14:00:00,34.82,34.82,2018-09-09,2018-09-09,,,,,,,,,,,
2018-09-09 15:00:00,43.19,43.19,2018-09-09,2018-09-09,,,,,,,,,,,
2018-09-09 16:00:00,46.01,46.01,2018-09-09,2018-09-09,,,,,,,,,,,
2018-09-09 17:00:00,55.75,55.75,2018-09-09,2018-09-09,,,,,,,,,,,
2018-09-09 18:00:00,68.14,68.14,2018-09-09,2018-09-09,,,,,,,,,,,
2018-09-09 19:00:00,71.9,71.9,2018-09-09,2018-09-09,,,,,,,,,,,
2018-09-09 20:00:00,74.11,74.11,2018-09-09,2018-09-09,,,,,,,,,,,
2018-09-09 21:00:00,74.42,74.42,2018-09-09,2018-09-09,,,,,,,,,,,
2018-09-09 22:00:00,69.77,69.77,2018-09-09,2018-09-09,,,,,,,,,,,
2018-09-09 23:00:00,60.48,60.48,2018-09-09,2018-09-09,,,,,,,,,,,
2018-09-10 00:00:00,54.18,54.18,2018-09-10,2018-09-09,,,,,,,,,,,
2018-09-10 01:00:00,51.54,51.54,2018-09-10,2018-09-09,,,,,,,,,,,
2018-09-10 02:00:00,49.52,49.52,2018-09-10,2018-09-09,,,,,,,,,,,
2018-09-10 03:00:00,48.06,48.06,2018-09-10,2018-09-09,,,,,,,,,,,
2018-09-10 04:00:00,47.47,47.47,2018-09-10,2018-09-09,,,,,,,,,,,
2018-09-10 05:00:00,51.85,51.85,2018-09-10,2018-09-09,,,,,,,,,,,
2018-09-10 06:00:00,70.24,70.24,2018-09-10,2018-09-10,,,,,,,,,,,
2018-09-10 07:00:00,74.3,74.3,2018-09-10,2018-09-10,,,,,,,,,,,
2018-09-10 08:00:00,75.19,75.19,2018-09-10,2018-09-10,,,,,,,,,,,
2018-09-10 09:00:00,76.04,76.04,2018-09-10,2018-09-10,,,,,,,,,,,
2018-09-10 10:00:00,75.43,75.43,2018-09-10,2018-09-10,,,,,,,,,,,
2018-09-10 11:00:00,72.33,72.33,2018-09-10,2018-09-10,,,,,,,,,,,
2018-09-10 12:00:00,66.65,66.65,2018-09-10,2018-09-10,,,,,,,,,,,
2018-09-10 13:00:00,65.18,65.18,2018-09-10,2018-09-10,,,,,,,,,,,
2018-09-10 14:00:00,59.46,59.46,2018-09-10,2018-09-10,,,,,,,,,,,
2018-09-10 15:00:00,63.02,63.02,2018-09-10,2018-09-10,,,,,,,,,,,
2018-09-10 16:00:00,67.92,67.92,2018-09-10,2018-09-10,,,,,,,,,,,
2018-09-10 17:00:00,72.98,72.98,2018-09-10,2018-09-10,,,,,,,,,,,
2018-09-10 18:00:00,75.4,75.4,2018-09-10,2018-09-10,,,,,,,,,,,
2018-09-10 19:00:00,77.36,77.36,2018-09-10,2018-09-10,,,,,,,,,,,
2018-09-10 20:00:00,79.93,79.93,2018-09-10,2018-09-10,,,,,,,,,,,
2018-09-10 21:00:00,74.94,74.94,2018-09-10,2018-09-10,,,,,,,,,,,
2018-09-10 22:00:00,69.93,69.93,2018-09-10,2018-09-10,,,,,,,,,,,
2018-09-10 23:00:00,58.94,58.94,2018-09-10,2018-09-10,,,,,,,,,,,
2018-09-11 00:00:00,59.04,59.04,2018-09-11,2018-09-10,,,,,,,,,,,
2018-09-11 01:00:00,52.15,52.15,2018-09-11,2018-09-10,,,,,,,,,,,
2018-09-11 02:00:00,48.59,48.59,2018-09-11,2018-09-10,,,,,,,,,,,
2018-09-11 03:00:00,45.77,45.77,2018-09-11,2018-09-10,,,,,,,,,,,
2018-09-11 04:00:00,42.08,42.08,2018-09-11,2018-09-10,,,,,,,,,,,
2018-09-11 05:00:00,48.74,48.74,2018-09-11,2018-09-10,,,,,,,,,,,
2018-09-11 06:00:00,64.81,64.81,2018-09-11,2018-09-11,,,,,,,,,,,
2018-09-11 07:00:00,72.5,72.5,2018-09-11,2018-09-11,,,,,,,,,,,
2018-09-11 08:00:00,73.92,73.92,2018-09-11,2018-09-11,,,,,,,,,,,
2018-09-11 09:00:00,73.85,73.85,2018-09-11,2018-09-11,,,,,,,,,,,
2018-09-11 10:00:00,70.76,70.76,2018-09-11,2018-09-11,,,,,,,,,,,
2018-09-11 11:00:00,68.95,68.95,2018-09-11,2018-09-11,,,,,,,,,,,
2018-09-11 12:00:00,65.85,65.85,2018-09-11,2018-09-11,,,,,,,,,,,
2018-09-11 13:00:00,58.48,58.48,2018-09-11,2018-09-11,,,,,,,,,,,
2018-09-11 14:00:00,61.04,61.04,2018-09-11,2018-09-11,,,,,,,,,,,
2018-09-11 15:00:00,60.19,60.19,2018-09-11,2018-09-11,,,,,,,,,,,
2018-09-11 16:00:00,64.09,64.09,2018-09-11,2018-09-11,,,,,,,,,,,
2018-09-11 17:00:00,65.22,65.22,2018-09-11,2018-09-11,,,,,,,,,,,
2018-09-11 18:00:00,75.12,75.12,2018-09-11,2018-09-11,,,,,,,,,,,
2018-09-11 19:00:00,76.04,76.04,2018-09-11,2018-09-11,,,,,,,,,,,
2018-09-11 20:00:00,79.0,79.0,2018-09-11,2018-09-11,,,,,,,,,,,
2018-09-11 21:00:00,76.23,76.23,2018-09-11,2018-09-11,,,,,,,,,,,
2018-09-11 22:00:00,69.62,69.62,2018-09-11,2018-09-11,,,,,,,,,,,
2018-09-11 23:00:00,66.62,66.62,2018-09-11,2018-09-11,,,,,,,,,,,
2018-09-12 00:00:00,59.06,59.06,2018-09-12,2018-09-11,,,,,,,,,,,
2018-09-12 01:00:00,56.09,56.09,2018-09-12,2018-09-11,,,,,,,,,,,
2018-09-12 02:00:00,51.11,51.11,2018-09-12,2018-09-11,,,,,,,,,,,
2018-09-12 03:00:00,49.52,49.52,2018-09-12,2018-09-11,,,,,,,,,,,
2018-09-12 04:00:00,50.05,50.05,2018-09-12,2018-09-11,,,,,,,,,,,
2018-09-12 05:00:00,56.1,56.1,2018-09-12,2018-09-11,,,,,,,,,,,
2018-09-12 06:00:00,72.16,72.16,2018-09-12,2018-09-12,,,,,,,,,,,
2018-09-12 07:00:00,76.04,76.04,2018-09-12,2018-09-12,,,,,,,,,,,
2018-09-12 08:00:00,76.04,76.04,2018-09-12,2018-09-12,,,,,,,,,,,
2018-09-12 09:00:00,77.7,77.7,2018-09-12,2018-09-12,,,,,,,,,,,
2018-09-12 10:00:00,72.78,72.78,2018-09-12,2018-09-12,,,,,,,,,,,
2018-09-12 11:00:00,76.65,76.65,2018-09-12,2018-09-12,,,,,,,,,,,
2018-09-12 12:00:00,71.59,71.59,2018-09-12,2018-09-12,,,,,,,,,,,
2018-09-12 13:00:00,67.54,67.54,2018-09-12,2018-09-12,,,,,,,,,,,
2018-09-12 14:00:00,68.42,68.42,2018-09-12,2018-09-12,,,,,,,,,,,
2018-09-12 15:00:00,66.65,66.65,2018-09-12,2018-09-12,,,,,,,,,,,
2018-09-12 16:00:00,68.79,68.79,2018-09-12,2018-09-12,,,,,,,,,,,
2018-09-12 17:00:00,76.48,76.48,2018-09-12,2018-09-12,,,,,,,,,,,
2018-09-12 18:00:00,77.64,77.64,2018-09-12,2018-09-12,,,,,,,,,,,
2018-09-12 19:00:00,78.78,78.78,2018-09-12,2018-09-12,,,,,,,,,,,
2018-09-12 20:00:00,80.08,80.08,2018-09-12,2018-09-12,,,,,,,,,,,
2018-09-12 21:00:00,73.42,73.42,2018-09-12,2018-09-12,,,,,,,,,,,
2018-09-12 22:00:00,70.91,70.91,2018-09-12,2018-09-12,,,,,,,,,,,
2018-09-12 23:00:00,65.61,65.61,2018-09-12,2018-09-12,,,,,,,,,,,
2018-09-13 00:00:00,59.48,59.48,2018-09-13,2018-09-12,,,,,,,,,,,
2018-09-13 01:00:00,59.4,59.4,2018-09-13,2018-09-12,,,,,,,,,,,
2018-09-13 02:00:00,56.71,56.71,2018-09-13,2018-09-12,,,,,,,,,,,
2018-09-13 03:00:00,53.45,53.45,2018-09-13,2018-09-12,,,,,,,,,,,
2018-09-13 04:00:00,53.94,53.94,2018-09-13,2018-09-12,,,,,,,,,,,
2018-09-13 05:00:00,58.77,58.77,2018-09-13,2018-09-12,,,,,,,,,,,
2018-09-13 06:00:00,72.11,72.11,2018-09-13,2018-09-13,,,,,,,,,,,
2018-09-13 07:00:00,77.89,77.89,2018-09-13,2018-09-13,,,,,,,,,,,
2018-09-13 08:00:00,81.26,81.26,2018-09-13,2018-09-13,,,,,,,,,,,
2018-09-13 09:00:00,79.94,79.94,2018-09-13,2018-09-13,,,,,,,,,,,
2018-09-13 10:00:00,78.89,78.89,2018-09-13,2018-09-13,,,,,,,,,,,
2018-09-13 11:00:00,77.75,77.75,2018-09-13,2018-09-13,,,,,,,,,,,
2018-09-13 12:00:00,76.66,76.66,2018-09-13,2018-09-13,,,,,,,,,,,
2018-09-13 13:00:00,75.32,75.32,2018-09-13,2018-09-13,,,,,,,,,,,
2018-09-13 14:00:00,74.93,74.93,2018-09-13,2018-09-13,,,,,,,,,,,
2018-09-13 15:00:00,74.08,74.08,2018-09-13,2018-09-13,,,,,,,,,,,
2018-09-13 16:00:00,72.93,72.93,2018-09-13,2018-09-13,,,,,,,,,,,
2018-09-13 17:00:00,75.7,75.7,2018-09-13,2018-09-13,,,,,,,,,,,
2018-09-13 18:00:00,77.6,77.6,2018-09-13,2018-09-13,,,,,,,,,,,
2018-09-13 19:00:00,78.19,78.19,2018-09-13,2018-09-13,,,,,,,,,,,
2018-09-13 20:00:00,78.8,78.8,2018-09-13,2018-09-13,,,,,,,,,,,
2018-09-13 21:00:00,76.04,76.04,2018-09-13,2018-09-13,,,,,,,,,,,
2018-09-13 22:00:00,72.9,72.9,2018-09-13,2018-09-13,,,,,,,,,,,
2018-09-13 23:00:00,63.66,63.66,2018-09-13,2018-09-13,,,,,,,,,,,
2018-09-14 00:00:00,57.63,57.63,2018-09-14,2018-09-13,,,,,,,,,,,
2018-09-14 01:00:00,55.38,55.38,2018-09-14,2018-09-13,,,,,,,,,,,
2018-09-14 02:00:00,54.08,54.08,2018-09-14,2018-09-13,,,,,,,,,,,
2018-09-14 03:00:00,51.51,51.51,2018-09-14,2018-09-13,,,,,,,,,,,
2018-09-14 04:00:00,50.53,50.53,2018-09-14,2018-09-13,,,,,,,,,,,
2018-09-14 05:00:00,56.1,56.1,2018-09-14,2018-09-13,,,,,,,,,,,
2018-09-14 06:00:00,70.91,70.91,2018-09-14,2018-09-14,,,,,,,,,,,
2018-09-14 07:00:00,75.16,75.16,2018-09-14,2018-09-14,,,,,,,,,,,
2018-09-14 08:00:00,78.45,78.45,2018-09-14,2018-09-14,,,,,,,,,,,
2018-09-14 09:00:00,78.46,78.46,2018-09-14,2018-09-14,,,,,,,,,,,
2018-09-14 10:00:00,77.45,77.45,2018-09-14,2018-09-14,,,,,,,,,,,
2018-09-14 11:00:00,75.96,75.96,2018-09-14,2018-09-14,,,,,,,,,,,
2018-09-14 12:00:00,72.08,72.08,2018-09-14,2018-09-14,,,,,,,,,,,
2018-09-14 13:00:00,65.18,65.18,2018-09-14,2018-09-14,,,,,,,,,,,
2018-09-14 14:00:00,64.17,64.17,2018-09-14,2018-09-14,,,,,,,,,,,
2018-09-14 15:00:00,57.78,57.78,2018-09-14,2018-09-14,,,,,,,,,,,
2018-09-14 16:00:00,58.0,58.0,2018-09-14,2018-09-14,,,,,,,,,,,
2018-09-14 17:00:00,62.27,62.27,2018-09-14,2018-09-14,,,,,,,,,,,
2018-09-14 18:00:00,72.91,72.91,2018-09-14,2018-09-14,,,,,,,,,,,
2018-09-14 19:00:00,74.91,74.91,2018-09-14,2018-09-14,,,,,,,,,,,
2018-09-14 20:00:00,74.74,74.74,2018-09-14,2018-09-14,,,,,,,,,,,
2018-09-14 21:00:00,64.11,64.11,2018-09-14,2018-09-14,,,,,,,,,,,
2018-09-14 22:00:00,71.94,71.94,2018-09-14,2018-09-14,,,,,,,,,,,
2018-09-14 23:00:00,70.29,70.29,2018-09-14,2018-09-14,,,,,,,,,,,
2018-09-15 00:00:00,56.34,56.34,2018-09-15,2018-09-14,,,,,,,,,,,
2018-09-15 01:00:00,50.27,50.27,2018-09-15,2018-09-14,,,,,,,,,,,
2018-09-15 02:00:00,48.22,48.22,2018-09-15,2018-09-14,,,,,,,,,,,
2018-09-15 03:00:00,44.88,44.88,2018-09-15,2018-09-14,,,,,,,,,,,
2018-09-15 04:00:00,43.86,43.86,2018-09-15,2018-09-14,,,,,,,,,,,
2018-09-15 05:00:00,44.87,44.87,2018-09-15,2018-09-14,,,,,,,,,,,
2018-09-15 06:00:00,47.35,47.35,2018-09-15,2018-09-15,,,,,,,,,,,
2018-09-15 07:00:00,49.06,49.06,2018-09-15,2018-09-15,,,,,,,,,,,
2018-09-15 08:00:00,54.64,54.64,2018-09-15,2018-09-15,,,,,,,,,,,
2018-09-15 09:00:00,55.48,55.48,2018-09-15,2018-09-15,,,,,,,,,,,
2018-09-15 10:00:00,53.98,53.98,2018-09-15,2018-09-15,,,,,,,,,,,
2018-09-15 11:00:00,53.67,53.67,2018-09-15,2018-09-15,,,,,,,,,,,
2018-09-15 12:00:00,55.97,55.97,2018-09-15,2018-09-15,,,,,,,,,,,
2018-09-15 13:00:00,53.99,53.99,2018-09-15,2018-09-15,,,,,,,,,,,
2018-09-15 14:00:00,49.64,49.64,2018-09-15,2018-09-15,,,,,,,,,,,
2018-09-15 15:00:00,49.41,49.41,2018-09-15,2018-09-15,,,,,,,,,,,
2018-09-15 16:00:00,51.25,51.25,2018-09-15,2018-09-15,,,,,,,,,,,
2018-09-15 17:00:00,51.13,51.13,2018-09-15,2018-09-15,,,,,,,,,,,
2018-09-15 18:00:00,60.12,60.12,2018-09-15,2018-09-15,,,,,,,,,,,
2018-09-15 19:00:00,71.14,71.14,2018-09-15,2018-09-15,,,,,,,,,,,
2018-09-15 20:00:00,74.64,74.64,2018-09-15,2018-09-15,,,,,,,,,,,
2018-09-15 21:00:00,69.13,69.13,2018-09-15,2018-09-15,,,,,,,,,,,
2018-09-15 22:00:00,65.22,65.22,2018-09-15,2018-09-15,,,,,,,,,,,
2018-09-15 23:00:00,61.55,61.55,2018-09-15,2018-09-15,,,,,,,,,,,
2018-09-16 00:00:00,58.9,58.9,2018-09-16,2018-09-15,,,,,,,,,,,
2018-09-16 01:00:00,50.02,50.02,2018-09-16,2018-09-15,,,,,,,,,,,
2018-09-16 02:00:00,45.01,45.01,2018-09-16,2018-09-15,,,,,,,,,,,
2018-09-16 03:00:00,39.26,39.26,2018-09-16,2018-09-15,,,,,,,,,,,
2018-09-16 04:00:00,34.93,34.93,2018-09-16,2018-09-15,,,,,,,,,,,
2018-09-16 05:00:00,28.79,28.79,2018-09-16,2018-09-15,,,,,,,,,,,
2018-09-16 06:00:00,32.9,32.9,2018-09-16,2018-09-16,,,,,,,,,,,
2018-09-16 07:00:00,36.97,36.97,2018-09-16,2018-09-16,,,,,,,,,,,
2018-09-16 08:00:00,44.23,44.23,2018-09-16,2018-09-16,,,,,,,,,,,
2018-09-16 09:00:00,45.75,45.75,2018-09-16,2018-09-16,,,,,,,,,,,
2018-09-16 10:00:00,45.21,45.21,2018-09-16,2018-09-16,,,,,,,,,,,
2018-09-16 11:00:00,43.22,43.22,2018-09-16,2018-09-16,,,,,,,,,,,
2018-09-16 12:00:00,43.37,43.37,2018-09-16,2018-09-16,,,,,,,,,,,
2018-09-16 13:00:00,35.59,35.59,2018-09-16,2018-09-16,,,,,,,,,,,
2018-09-16 14:00:00,27.55,27.55,2018-09-16,2018-09-16,,,,,,,,,,,
2018-09-16 15:00:00,32.07,32.07,2018-09-16,2018-09-16,,,,,,,,,,,
2018-09-16 16:00:00,42.34,42.34,2018-09-16,2018-09-16,,,,,,,,,,,
2018-09-16 17:00:00,49.09,49.09,2018-09-16,2018-09-16,,,,,,,,,,,
2018-09-16 18:00:00,63.13,63.13,2018-09-16,2018-09-16,,,,,,,,,,,
2018-09-16 19:00:00,70.78,70.78,2018-09-16,2018-09-16,,,,,,,,,,,
2018-09-16 20:00:00,74.8,74.8,2018-09-16,2018-09-16,,,,,,,,,,,
2018-09-16 21:00:00,68.52,68.52,2018-09-16,2018-09-16,,,,,,,,,,,
2018-09-16 22:00:00,63.97,63.97,2018-09-16,2018-09-16,,,,,,,,,,,
2018-09-16 23:00:00,58.6,58.6,2018-09-16,2018-09-16,,,,,,,,,,,
2018-09-17 00:00:00,53.81,53.81,2018-09-17,2018-09-16,,,,,,,,,,,
2018-09-17 01:00:00,48.25,48.25,2018-09-17,2018-09-16,,,,,,,,,,,
2018-09-17 02:00:00,45.41,45.41,2018-09-17,2018-09-16,,,,,,,,,,,
2018-09-17 03:00:00,42.29,42.29,2018-09-17,2018-09-16,,,,,,,,,,,
2018-09-17 04:00:00,43.48,43.48,2018-09-17,2018-09-16,,,,,,,,,,,
2018-09-17 05:00:00,49.05,49.05,2018-09-17,2018-09-16,,,,,,,,,,,
2018-09-17 06:00:00,69.9,69.9,2018-09-17,2018-09-17,,,,,,,,,,,
2018-09-17 07:00:00,75.47,75.47,2018-09-17,2018-09-17,,,,,,,,,,,
2018-09-17 08:00:00,75.91,75.91,2018-09-17,2018-09-17,,,,,,,,,,,
2018-09-17 09:00:00,75.91,75.91,2018-09-17,2018-09-17,,,,,,,,,,,
2018-09-17 10:00:00,74.69,74.69,2018-09-17,2018-09-17,,,,,,,,,,,
2018-09-17 11:00:00,70.98,70.98,2018-09-17,2018-09-17,,,,,,,,,,,
2018-09-17 12:00:00,67.71,67.71,2018-09-17,2018-09-17,,,,,,,,,,,
2018-09-17 13:00:00,66.89,66.89,2018-09-17,2018-09-17,,,,,,,,,,,
2018-09-17 14:00:00,64.32,64.32,2018-09-17,2018-09-17,,,,,,,,,,,
2018-09-17 15:00:00,64.3,64.3,2018-09-17,2018-09-17,,,,,,,,,,,
2018-09-17 16:00:00,68.0,68.0,2018-09-17,2018-09-17,,,,,,,,,,,
2018-09-17 17:00:00,75.0,75.0,2018-09-17,2018-09-17,,,,,,,,,,,
2018-09-17 18:00:00,77.03,77.03,2018-09-17,2018-09-17,,,,,,,,,,,
2018-09-17 19:00:00,80.01,80.01,2018-09-17,2018-09-17,,,,,,,,,,,
2018-09-17 20:00:00,81.82,81.82,2018-09-17,2018-09-17,,,,,,,,,,,
2018-09-17 21:00:00,73.72,73.72,2018-09-17,2018-09-17,,,,,,,,,,,
2018-09-17 22:00:00,64.5,64.5,2018-09-17,2018-09-17,,,,,,,,,,,
2018-09-17 23:00:00,50.03,50.03,2018-09-17,2018-09-17,,,,,,,,,,,
2018-09-18 00:00:00,50.0,50.0,2018-09-18,2018-09-17,,,,,,,,,,,
2018-09-18 01:00:00,47.93,47.93,2018-09-18,2018-09-17,,,,,,,,,,,
2018-09-18 02:00:00,44.46,44.46,2018-09-18,2018-09-17,,,,,,,,,,,
2018-09-18 03:00:00,41.46,41.46,2018-09-18,2018-09-17,,,,,,,,,,,
2018-09-18 04:00:00,43.37,43.37,2018-09-18,2018-09-17,,,,,,,,,,,
2018-09-18 05:00:00,46.03,46.03,2018-09-18,2018-09-17,,,,,,,,,,,
2018-09-18 06:00:00,60.74,60.74,2018-09-18,2018-09-18,,,,,,,,,,,
2018-09-18 07:00:00,74.5,74.5,2018-09-18,2018-09-18,,,,,,,,,,,
2018-09-18 08:00:00,74.98,74.98,2018-09-18,2018-09-18,,,,,,,,,,,
2018-09-18 09:00:00,75.52,75.52,2018-09-18,2018-09-18,,,,,,,,,,,
2018-09-18 10:00:00,67.88,67.88,2018-09-18,2018-09-18,,,,,,,,,,,
2018-09-18 11:00:00,66.25,66.25,2018-09-18,2018-09-18,,,,,,,,,,,
2018-09-18 12:00:00,57.85,57.85,2018-09-18,2018-09-18,,,,,,,,,,,
2018-09-18 13:00:00,57.9,57.9,2018-09-18,2018-09-18,,,,,,,,,,,
2018-09-18 14:00:00,56.64,56.64,2018-09-18,2018-09-18,,,,,,,,,,,
2018-09-18 15:00:00,56.38,56.38,2018-09-18,2018-09-18,,,,,,,,,,,
2018-09-18 16:00:00,56.87,56.87,2018-09-18,2018-09-18,,,,,,,,,,,
2018-09-18 17:00:00,67.04,67.04,2018-09-18,2018-09-18,,,,,,,,,,,
2018-09-18 18:00:00,74.94,74.94,2018-09-18,2018-09-18,,,,,,,,,,,
2018-09-18 19:00:00,77.65,77.65,2018-09-18,2018-09-18,,,,,,,,,,,
2018-09-18 20:00:00,81.1,81.1,2018-09-18,2018-09-18,,,,,,,,,,,
2018-09-18 21:00:00,74.86,74.86,2018-09-18,2018-09-18,,,,,,,,,,,
